"Gene","HR","p.value"
"FXYD3",1.017,0.683070430054391
"LOC100131496",1.036,0.683091788134182
"GLTPD1",1.049,0.683222541756248
"SYBU",0.982,0.683243091482732
"PYROXD1",1.05,0.68326541403315
"OTOF",0.977,0.683512398368806
"CHSY3",1.025,0.683568527763115
"SMG6",0.943,0.683637400063038
"SFRS16",0.96,0.684088228661818
"FASTKD5",0.95,0.684156206988323
"METTL11B",1.034,0.684168801715373
"TOMM40L",0.952,0.684245665837512
"DEFB126",1.036,0.684257952169692
"SPATA12",0.971,0.684266860326887
"TMLHE",0.976,0.684270178169172
"HIVEP2",1.051,0.68428894422226
"DNAJB3",1.027,0.68429250413129
"PTPRS",0.972,0.684366128603809
"NMRAL1",1.055,0.684375125924571
"PLEKHA8",1.044,0.684498282806355
"SNX14",1.065,0.684499329374069
"TRAPPC1",0.947,0.684648130199719
"IRF9",0.958,0.684671476930787
"GNG3",0.968,0.684708332521869
"PJA1",0.953,0.684759451028605
"RPL22",1.066,0.684767703411158
"C6orf122",0.973,0.684823634026393
"FLJ42709",0.976,0.684832773424745
"USP32",1.06,0.684907854073417
"TRMT2A",0.954,0.684994779030755
"RUSC2",1.049,0.685049699156968
"ACOT13",1.046,0.685101777406885
"ABHD13",1.059,0.685233001289559
"KCNJ9",0.951,0.685239889198001
"C8A",0.984,0.685269559149293
"CD58",1.043,0.685277808474801
"CBARA1",0.938,0.685279068893589
"ABCA4",0.989,0.685333410455184
"ZNF480",0.94,0.685410609004345
"PRMT10",0.936,0.685483923550437
"CTXN3",1.033,0.685621770588088
"RNF135",1.057,0.685630700118325
"EPHB1",0.983,0.685783245682113
"UBL7",1.063,0.685822341565783
"HTR1E",0.966,0.685823628759627
"METTL7B",0.983,0.685926121919876
"ACTR1A",1.097,0.686051688857569
"SEMA5A",1.024,0.686433182389301
"SON",0.943,0.686439739954213
"LACTB",1.054,0.686441259270049
"DAPP1",0.977,0.686456474400706
"THAP1",1.06,0.686526099749797
"CCDC123",1.05,0.68654217146685
"SLC37A4",1.057,0.68655031143193
"TSPAN17",1.057,0.686602163979928
"IMMP1L",0.954,0.686731379211088
"SCARNA12",0.97,0.686999114660846
"MTHFSD",0.947,0.68719460862038
"KIAA1462",1.029,0.687264874768934
"LOC121838",0.979,0.687293318327425
"NKAIN2",1.014,0.687339130519012
"SLC4A1",1.032,0.68761189407641
"TCEB1",1.04,0.687628195841335
"PPIL3",0.951,0.687722770604903
"DGKZ",1.055,0.68775545413451
"KDM5D",1.007,0.687873010833438
"ESD",0.943,0.688058014402913
"ALDH1L1",0.988,0.688102281102146
"ZFP42",1.011,0.688283817112578
"PCDHB7",0.976,0.688317085536027
"RPL30",1.042,0.688351124308225
"TADA2B",0.932,0.688356799432613
"PPFIA4",0.984,0.688650287464145
"WDFY3",0.949,0.688684907904268
"IQGAP1",1.055,0.68874272968035
"LYPD2",0.977,0.688824514608487
"C11orf73",1.064,0.6889041061484
"UNC13A",0.984,0.688933179957123
"IGF2",1.013,0.689105183215173
"CFHR5",1.046,0.689278204096715
"SDF2L1",0.962,0.689343126339467
"ARL6IP4",0.947,0.689803056997606
"CLDN20",0.963,0.689909883267058
"PHEX",1.02,0.689969156845212
"RPL6",1.054,0.690028754433085
"RPS3A",0.966,0.69019669014696
"GRB14",0.984,0.690197509244878
"HMOX1",1.029,0.690386643252989
"SEC11A",0.942,0.690503614065524
"SIRT6",1.053,0.690736778097338
"CFD",1.02,0.691008567434282
"CEACAM20",1.051,0.691120942956455
"SERINC1",0.948,0.691180745972119
"STAG3L2",1.034,0.691544335806878
"PDHB",0.929,0.691643991235516
"C14orf102",0.95,0.691683164394487
"APOBEC3F",0.968,0.691927980164015
"PDK1",0.967,0.691960144364366
"OR6B2",0.881,0.692043038095005
"C6orf126",1.015,0.692094791847446
"SCN9A",0.981,0.692097049780404
"LRRC3",0.974,0.69210435015042
"TRPC3",0.976,0.69231449088289
"C1orf14",1.053,0.692320386674095
"IL1RAPL2",0.982,0.69232617620504
"GATA6",0.979,0.692400945038414
"RPL23",0.958,0.692478180867762
"HECW2",0.972,0.692576116581536
"BFSP1",1.031,0.692644470493908
"UXS1",0.947,0.692652758499435
"ZIC4",1.018,0.692653764546088
"ZDHHC18",1.058,0.692655772270962
"HMOX2",0.949,0.692679446406815
"MCPH1",0.943,0.692681121590656
"SND1",0.935,0.69270414557914
"SFRS2",1.087,0.692751146963366
"RNF34",1.069,0.692813226165364
"MKX",1.018,0.692876580576558
"ASNSD1",1.071,0.69301122126553
"C11orf68",1.07,0.693250430286217
"DENND2C",1.03,0.693273331678046
"PCGF3",1.057,0.693274069912597
"TRPM2",0.977,0.693318488793349
"NPY1R",1.017,0.69334136173082
"GDPD3",1.019,0.693585039466952
"SH2D4B",0.972,0.69368863524331
"ANXA4",1.038,0.693923452835217
"GALP",1.055,0.694034656949715
"ISCA1P1",1.055,0.694035059572171
"LOC100125556",1.038,0.694091190529042
"MATN2",0.98,0.694174122539367
"ZC3H7B",0.952,0.694214632488351
"AKIRIN2",1.065,0.694360137099775
"CCNA1",1.014,0.694372218551259
"RFC1",0.94,0.694408507288226
"ENO2",0.973,0.694527242910862
"TMEM140",1.048,0.694567751980402
"PCDHGB4",1.017,0.694684949837444
"EMX1",1.021,0.694716728303393
"ARID3B",0.96,0.694807962236499
"HGC6.3",0.983,0.694829883806661
"GTSF1L",0.962,0.694858013455466
"GNG5",1.053,0.69488623183688
"HMGN4",0.953,0.694889507951678
"MT1G",0.985,0.695096309354278
"RCAN3",0.953,0.695327934403716
"ATP2C2",0.981,0.695430972784834
"DUSP7",1.041,0.695543477694316
"NENF",0.963,0.695702002750623
"C11orf85",0.984,0.695812454021273
"IL20",0.956,0.695819512274419
"C14orf128",1.031,0.695826559445463
"TRIO",0.968,0.695899287704586
"HIST1H2BB",1.08,0.695914077507918
"SSH3",1.045,0.695992049425507
"PARP8",0.957,0.696011621727993
"ETV2",0.974,0.696064607522957
"ATF2",0.953,0.696351351492918
"MAP1S",0.955,0.696366050358308
"CELF5",0.986,0.696377337636046
"CYTL1",0.981,0.696435111870125
"DDX6",0.93,0.696446509507228
"CENPBD1",1.049,0.696584864715204
"TUFM",1.061,0.696637993806055
"ZNF277",1.052,0.696642758369168
"MAPK9",0.95,0.696872067774462
"ATG7",1.068,0.696911040915069
"MAGEC3",0.981,0.697026749784849
"GPAT2",1.011,0.697146141306141
"POLR1E",0.947,0.697165165162952
"UFSP1",0.968,0.697171825249855
"NDUFA1",0.957,0.697196743685019
"ZNF880",1.023,0.697202776635288
"TMEM102",1.051,0.697343095741249
"C19orf10",1.047,0.697380833614031
"PANX3",1.038,0.697475902980137
"DPF2",0.914,0.697733062995916
"RGPD8",0.978,0.697791165862109
"JPH3",0.987,0.698248710192071
"CST2",1.013,0.698279829769699
"FBXO40",0.954,0.698326727789016
"PKDCC",1.022,0.698372226543032
"CSAG1",1.009,0.698422342944948
"WWTR1",1.036,0.698666055074957
"TBX18",1.012,0.698785509551702
"CETN3",0.955,0.698786997204729
"GDAP1",0.973,0.698831841710824
"ROR1",0.981,0.698832930966829
"TGFBR3",0.978,0.698875794479084
"XPO7",0.943,0.698969703994275
"HIST1H3E",1.016,0.69901794288738
"C3orf49",1.064,0.699029145395327
"PGPEP1L",0.947,0.69919046779209
"BHMT2",0.99,0.699280770136702
"ALKBH6",1.039,0.699414067054493
"CTRC",0.949,0.699434135798183
"MYL4",0.973,0.699513733678763
"PDE4A",0.962,0.699636794088418
"BNC2",1.024,0.699690361703081
"FMN1",1.02,0.699695044128862
"WFDC10A",1.037,0.699951037514375
"NFS1",1.064,0.699979017116341
"CEBPZ",1.073,0.700079315147253
"DDX49",0.949,0.700098743668059
"ZNF511",0.956,0.700173079387574
"C3orf55",1.017,0.700358987575121
"ATP6V1G1",1.053,0.70044916303789
"DIS3L2",1.062,0.700609324915607
"ISY1",1.073,0.700621101483843
"TMEM214",1.069,0.700870587915732
"EMP3",1.028,0.700921737527086
"MRPL53",0.955,0.701080276374513
"EBP",1.038,0.701152257101366
"PSMF1",0.933,0.701278797321008
"TMEFF2",0.968,0.701413622181691
"MOCS3",1.058,0.701468915455955
"ATP1B1",0.975,0.701553987515909
"SERPINI1",0.972,0.701667890744359
"RNASEL",1.045,0.701713421543069
"TKTL2",0.962,0.701751871064533
"C19orf25",0.958,0.701772126576196
"LYRM7",0.947,0.702079370524158
"PPCS",1.052,0.702084541312973
"ACD",1.044,0.702133297823941
"VWA5B1",0.978,0.702300248338649
"TOB1",1.031,0.702387371089228
"GFOD2",1.045,0.702456242975839
"SLITRK2",1.021,0.702637359536633
"C16orf7",1.038,0.702666058843487
"ZNF460",0.963,0.70272941484954
"KIAA0556",1.045,0.702828407224964
"CELSR1",0.97,0.702905091820156
"FUT11",1.044,0.702922511534482
"FAM150A",1.014,0.70293989812893
"GRIN3B",1.014,0.703035671854064
"APC",1.044,0.703121755177174
"VSIG10",1.03,0.703198632713872
"VHLL",0.942,0.703301371734505
"SNORA81",1.054,0.703387795809104
"LOC284788",0.932,0.703407172178839
"AGPAT1",1.067,0.70345265331806
"ARRDC4",0.972,0.703499362500845
"VAV3",1.02,0.703734341494245
"MT1IP",0.947,0.703871151383886
"BNIP1",1.047,0.703888678732537
"FBXO15",1.018,0.70391116286383
"LOC441089",1.049,0.703958990439393
"DAAM1",0.962,0.704052364959957
"FOLH1",1.018,0.704181010890701
"LMO7",0.968,0.704247588302851
"ALX4",1.037,0.704302499410443
"TM4SF18",1.02,0.704565020291165
"ZNF302",0.954,0.704592874927755
"CHRNA7",1.021,0.704597434326047
"E2F5",0.972,0.70462839847221
"ZNF256",0.97,0.704657473980423
"SLC6A6",0.959,0.704702091208622
"PDE6H",0.925,0.704773336631986
"SLC4A7",0.967,0.704805254145126
"UTP20",1.04,0.70490730774245
"BECN1",0.927,0.704984707389846
"FAM160B1",0.943,0.705020869810775
"RAD9B",0.96,0.705258342609253
"KIN",0.938,0.705295828314322
"SLC9A7",1.025,0.705310553806791
"SARS2",1.039,0.705343878612479
"TRIM47",0.967,0.70535434348458
"CHMP7",0.943,0.705416083530158
"FCGR3A",0.979,0.705439519685629
"NRG2",0.981,0.705481368818858
"APBA2",0.983,0.705512449947306
"LOC55908",1.045,0.705570655628869
"PABPN1",1.053,0.705606349735268
"FAM27B",0.967,0.705665988299355
"PIGG",1.063,0.705710501747484
"HAX1",0.955,0.70573155352991
"PCDHB12",1.027,0.705769246892623
"C19orf52",1.071,0.705796519460866
"PEX5",0.946,0.705806333114525
"GFPT1",1.046,0.705927062137334
"FAM3C",1.03,0.706164085222258
"TMEM186",0.939,0.706177513489806
"TACC2",1.022,0.706190436184652
"ACOT2",0.959,0.706295203125118
"GNA11",0.961,0.706323686347939
"C9orf110",1.021,0.706323943653307
"ZNF605",0.955,0.706421090455786
"NCRNA00183",0.949,0.706562853374298
"CYBA",0.971,0.706606707323987
"ST6GALNAC5",1.019,0.706768713399794
"ARMC4",0.987,0.706771725052736
"X..652919",0.988,0.706793730087626
"OPLAH",0.973,0.707141405795576
"DPYSL4",1.017,0.707167143526891
"NIT2",1.047,0.707169384731759
"MAP3K5",0.966,0.707207166191722
"ARSE",0.989,0.7072705327261
"SNORA74A",1.062,0.707630269512704
"CELSR2",0.975,0.707759713105023
"MRPL4",1.05,0.707933200399293
"TRDN",1.017,0.707984311094747
"KPNA7",1.017,0.708089346422495
"TADA2A",1.062,0.708117381925868
"COX17",1.043,0.708334981948576
"MLL2",0.968,0.708392993802797
"SYCP2L",1.013,0.70869138179204
"METT10D",1.057,0.708880633515076
"KALRN",0.976,0.709077165431888
"DGUOK",1.052,0.709085948361409
"PPM1A",0.94,0.709134636540502
"C3orf26",1.041,0.709282431863164
"TCEAL7",0.975,0.709492172599249
"ZFPM2",1.025,0.709569922142663
"EBF3",0.98,0.709918194876872
"ZNF761",1.053,0.71008580759787
"C9orf122",0.98,0.710120876705075
"LOC347376",0.963,0.710569319514604
"RHBDF1",1.038,0.710791160624701
"FOXO3",1.044,0.711042628026827
"C18orf34",0.977,0.71110224252463
"UCN",0.979,0.711123397885547
"BMP8A",1.02,0.711211532433908
"FAM114A2",1.053,0.711324752222846
"STYXL1",1.043,0.71145545942231
"DHRS4",0.955,0.711668990486662
"ALKBH5",1.069,0.711699259050052
"LLGL1",1.044,0.711715728959234
"ITPA",1.043,0.711757465963533
"SLC22A14",1.032,0.711783084262184
"ELAC2",1.064,0.711806955840818
"HIST1H2AG",0.979,0.711879853550638
"RAB42",0.975,0.711911502363132
"KIR2DL4",0.985,0.711930302037934
"NBPF6",0.973,0.712007806299458
"CNOT7",0.948,0.712186179687565
"RNASEN",0.956,0.712284522433261
"MARK3",1.072,0.712289815857425
"ARSJ",1.022,0.712379448064987
"SDAD1",1.072,0.712387614689535
"RPL37A",1.041,0.712642535549654
"PRDM10",1.061,0.712651615934801
"SUPT3H",0.957,0.712686515307257
"TMEM201",0.956,0.712749684556461
"HNRPDL",1.088,0.712810010109763
"WDR60",0.961,0.713005491839683
"MEN1",1.058,0.71303333823627
"C14orf126",1.043,0.71365282858871
"NAPEPLD",1.051,0.713683024608558
"SNX3",1.049,0.713842891235917
"AIFM1",0.949,0.713980041160904
"FAM90A1",1.016,0.714037063153766
"LARP1B",0.948,0.714038905917404
"OGFR",0.959,0.714088894458474
"HSD3B2",0.969,0.714170256253051
"LOC644538",0.973,0.714207354079536
"CATSPER3",0.971,0.714236491990516
"MT1F",0.98,0.714267243905047
"OR56B4",0.961,0.714301476326638
"ANAPC7",1.058,0.71460400422212
"TMTC2",1.031,0.71461152168893
"PCDH18",1.027,0.714620744891261
"CYP8B1",1.016,0.714640571625738
"MRC2",0.974,0.714644503488057
"C12orf27",0.989,0.714725451685252
"C8orf59",1.036,0.714784275851661
"MYOG",0.905,0.714825399524282
"PTPN2",0.94,0.714912856241867
"OR2T8",1.073,0.714922622976556
"DCST2",0.982,0.715135255301798
"ELMO3",0.971,0.715156157105907
"P2RX5",0.98,0.715186800692263
"GLRA4",1.058,0.715312910590023
"ANKS1B",0.982,0.715322149533953
"PCDHGA3",1.02,0.715585093274223
"SFRS8",0.951,0.715588379112113
"AFG3L2",1.051,0.715658900372639
"MED7",1.052,0.715692295173466
"ZSCAN5A",0.961,0.715731151851447
"RXFP4",0.974,0.715778246980828
"LSMD1",1.033,0.71584862359363
"MIA3",0.952,0.716007541905579
"DPP10",0.99,0.716118281001208
"SCGB2A1",0.989,0.716178188703309
"TTC23",1.045,0.716262805631324
"GPR156",0.983,0.716361076175775
"ZNF575",0.956,0.716616586364145
"FMO1",0.984,0.716741724143655
"POU5F1",1.015,0.716766326566943
"PEX19",0.949,0.71689943707043
"KCNJ6",1.016,0.716927549919381
"DRD4",1.021,0.716931353213407
"CD300E",0.982,0.716936765400997
"HDGFRP2",1.052,0.716968650366629
"SPG7",0.957,0.716979761487434
"LMAN2",1.047,0.717103654515324
"SLFN5",0.971,0.717119977890625
"FRS2",1.033,0.717347208365877
"UBXN2B",0.958,0.717402263344329
"LRRTM4",1.02,0.71744880707003
"MIP",1.037,0.71748267267907
"KRTAP2.1",0.95,0.71751445949576
"SLC29A2",0.972,0.717526350988986
"TM9SF2",1.041,0.717592922784849
"TAS2R40",0.903,0.717624972703535
"ARSK",0.958,0.717684313368324
"RND1",0.984,0.717786236602593
"DNAJC19",1.051,0.717822916747188
"EGLN2",0.952,0.71792144305534
"MRPL18",1.049,0.71795204349089
"CALY",0.985,0.71805193401019
"CHFR",1.048,0.718119970165297
"C1orf53",1.024,0.718509780020789
"KRT24",0.98,0.718563007295686
"TSHZ1",1.035,0.718614467127739
"RNF215",1.044,0.718729690634625
"RHOU",0.975,0.718802533186892
"SPTBN4",0.98,0.718966584610246
"HDAC8",0.944,0.718967441560665
"COPE",0.957,0.719054989728602
"DCLK2",0.976,0.719387099310596
"RPLP2",1.038,0.719576134359884
"RABL5",0.959,0.719576517176041
"HAUS6",1.041,0.719581410049898
"UHRF2",0.958,0.719630303289387
"PYGO2",0.941,0.719646952044656
"IDE",1.041,0.719662632686734
"ZNF837",1.034,0.719886273017182
"FBXL13",1.017,0.719915568509365
"FBXO24",0.974,0.719961093995761
"SLC19A1",1.038,0.720068626917363
"RBM45",1.095,0.72011572276034
"RBM25",1.059,0.720185963147243
"LEP",1.014,0.720407112235481
"KIAA1755",0.976,0.720431897497545
"EXOC4",1.068,0.720490085307869
"TESC",1.01,0.720508248308646
"NDUFB11",0.957,0.720515361716067
"NUDT16P1",1.035,0.720812206738086
"C1orf77",1.068,0.720883229065151
"TUBGCP5",0.952,0.721117817642381
"WDR26",1.074,0.721201983895432
"ART3",1.024,0.721296003054881
"TMEM90B",1.016,0.721304877940073
"LILRA3",1.015,0.721397278907285
"SLC5A3",0.972,0.721506159810706
"SALL4",1.017,0.721545360165094
"PKNOX1",1.089,0.721550773504138
"TSKS",0.979,0.72160559534883
"SNAP23",0.94,0.721781314651951
"VPS36",0.948,0.721987169594797
"RADIL",0.984,0.722077483687582
"GPR137C",0.977,0.722195653495629
"PRSS36",0.972,0.722293602628583
"PCBD2",0.957,0.722376969884866
"CBWD3",1.027,0.722693771662019
"ZFATAS",0.928,0.722799980813205
"LIMA1",1.042,0.722807478034193
"TRPC4",1.026,0.722809421322358
"CHRND",0.948,0.722873320152128
"TEX11",1.02,0.722880056369624
"SNX12",1.045,0.722880628126062
"MAGED1",0.96,0.722893733104299
"MBD5",0.956,0.723047888748007
"THEM5",1.022,0.723129432056816
"FAM71C",0.909,0.723275123576294
"CDH22",1.024,0.723328895373516
"NRIP3",0.983,0.723404025431041
"BANF2",0.945,0.723439963214243
"LOC285033",1.05,0.723450812089696
"EPB41L2",0.973,0.72351202269073
"ZNF135",0.981,0.723593257510396
"LMOD2",1.05,0.723799117698893
"RDH8",0.935,0.723801343499645
"PROM2",1.021,0.723875703653254
"ZNF702P",1.021,0.724559669102506
"APPL2",0.955,0.724562715575901
"CDC42EP4",1.038,0.724603436379528
"XPNPEP2",0.982,0.724668746619969
"TMEM2",0.962,0.72487549334314
"MEG8",1.052,0.725009004232676
"SPINK4",0.988,0.725083916310391
"PHYHIP",1.02,0.725088951596154
"SERINC3",1.05,0.725221629470546
"ZNF398",0.94,0.72531124258343
"TUBBP5",1.016,0.725341682180384
"PBLD",0.979,0.725402871993569
"EYS",1.016,0.725423926189537
"HDX",1.023,0.725508520078138
"VIT",0.977,0.7256557994166
"MAP4K5",1.052,0.725727558393268
"CYP2B6",0.986,0.725811923275195
"SRMS",0.986,0.72583167631445
"SVOP",1.022,0.725910369429832
"USP46",1.047,0.725951137499806
"LOC645431",0.976,0.72597640101302
"IMP3",1.054,0.726496751673504
"PPFIA3",0.977,0.726585152769974
"IL1RN",1.018,0.726588352180512
"SP5",0.986,0.726709281901754
"PPP2R5D",0.941,0.72676742332656
"C19orf6",1.045,0.726848584938759
"BCAT1",1.016,0.727083581394198
"ALG1L",1.014,0.72723681904034
"DHRS4L2",0.963,0.727245777484154
"PDE6D",1.054,0.727273898362315
"FIZ1",1.049,0.727280613492902
"DYNLT1",0.962,0.727600228436247
"NCRNA00235",0.967,0.727631620393383
"PRSS1",1.01,0.727663884466166
"TRPV3",1.017,0.727700104003103
"HAND1",1.015,0.727733870839456
"NUB1",0.942,0.727822543911865
"CTTNBP2NL",1.045,0.727916846763004
"ADAMTS16",1.014,0.72802618885661
"CD164",0.953,0.72806594829492
"DLL3",1.01,0.728076783398
"SRF",1.056,0.728127376509253
"FAM32A",0.938,0.728134929635458
"LARP7",1.08,0.728180162590538
"C1S",0.975,0.728327145493373
"MYO1A",1.015,0.728360302795485
"ANK1",1.016,0.728499993115323
"LOC643677",1.034,0.728554972150517
"PRELID2",1.027,0.728561912637065
"CA14",1.022,0.728671493176737
"RASL11B",0.983,0.728748488740832
"IRF3",0.953,0.728908691026814
"IQUB",0.983,0.728958143479144
"TRMT1",0.961,0.729030602093328
"PAGE2",0.988,0.729132289643313
"AGBL2",0.984,0.729183054392106
"AGPHD1",0.974,0.729211643855476
"PALM",0.978,0.729228958877309
"FAHD1",1.052,0.729314487664718
"CCDC134",0.956,0.72940931874597
"PM20D2",0.966,0.729476150486372
"SENP5",1.054,0.729513096567059
"LOC728640",0.947,0.729533824571431
"PRG1",1.057,0.729664388864426
"CDC42SE1",0.945,0.729718569905795
"ATF3",0.98,0.729812720807837
"DNAJA4",0.977,0.729815016145356
"HOXA2",0.98,0.729818603961124
"IRF2",0.945,0.729845282511697
"ATP6V1B1",0.988,0.729946022859696
"NOMO3",1.035,0.730010057827166
"ZNF716",1.018,0.730017869422419
"UBR5",0.959,0.7300231434421
"FBXL17",1.041,0.730140602200148
"MKRN3",1.011,0.730312456932365
"COBRA1",1.062,0.730521937879367
"GBAS",1.037,0.73112297892403
"IKBKE",0.966,0.73139653718852
"HDHD3",1.036,0.731471604936177
"PTPDC1",0.957,0.731526197319547
"FTSJD1",0.956,0.731529793079113
"CXCL11",1.013,0.731922517910557
"B3GNT2",0.956,0.731949821051531
"HK1",1.053,0.732139125539858
"FAM84A",0.985,0.732277288910194
"C16orf53",0.952,0.732322520906137
"PRR5L",0.978,0.732348778623858
"LRRC15",1.012,0.732406246570542
"MNS1",1.022,0.732421698462099
"FGF16",0.909,0.73259267410501
"TMEM92",1.021,0.732644750682964
"TIGD6",0.953,0.732831320814172
"SLC7A14",0.97,0.732887121996354
"EIF3G",1.053,0.732965368792607
"ZFP36",0.978,0.732971529334957
"STUB1",1.049,0.733030523405775
"MGC16142",0.96,0.733136310213575
"SNX5",0.949,0.733334536276321
"ITGA3",1.023,0.733457200365152
"RPN1",0.944,0.733567189162298
"FOXC2",1.021,0.733593794664435
"KCNJ2",0.979,0.733600461668295
"TLK2",1.069,0.733771726291629
"LOC100134713",0.959,0.733892810464643
"HSPA12B",0.977,0.73396785047956
"FKBP2",0.967,0.734026732032465
"ZNF226",1.047,0.734072390630947
"GLIS2",0.97,0.73419622826088
"TAL2",0.961,0.734247898648315
"DUS1L",0.961,0.734274948439943
"SPG21",0.936,0.734387063119203
"DYRK1B",0.964,0.73448500189341
"TCTN2",0.962,0.73452575569624
"LIN52",0.96,0.734607260117039
"SLC18A3",0.984,0.734781955867232
"CFL2",1.033,0.734984010185717
"JRK",1.033,0.735031870394105
"ZNHIT6",1.037,0.735138176026235
"PAGE5",0.985,0.735166272322261
"CMBL",1.015,0.735186747921894
"PLSCR2",1.028,0.735187416124853
"MRPS28",1.031,0.735197630545172
"DMP1",1.026,0.735235522880257
"CNTD2",1.012,0.73552168092508
"PDGFD",0.98,0.735655608590232
"STK39",0.972,0.73595668365912
"TBCK",0.953,0.73608262181518
"SLC30A5",1.052,0.736146401455258
"MAX",1.067,0.736303451178088
"C2CD4C",0.985,0.736444416859683
"KRTAP5.10",0.967,0.736639572829423
"MTA1",1.04,0.736715036510768
"DISC1",1.032,0.736901610355853
"SEC61B",1.046,0.736910336053216
"BCL2A1",0.981,0.736938759599732
"ZNF609",1.042,0.736983855070874
"TCF15",1.022,0.736986242585004
"PTDSS2",0.96,0.737001231737748
"SLC12A2",1.02,0.73726985734019
"ABCB10",1.05,0.737352948709571
"ABCG8",1.028,0.737387638090631
"BCL2L11",1.045,0.737645519638177
"TMEM126A",1.043,0.737774474706881
"MRPS14",1.052,0.737868129826119
"ADD1",1.062,0.737955801956357
"TAS2R13",1.057,0.738216210161867
"C17orf49",0.95,0.738273540504532
"TTC37",0.956,0.738274063662261
"MRAP2",0.987,0.738303106349069
"GPATCH1",1.044,0.73833360906392
"SLC13A4",0.981,0.738335337821529
"SPRR2C",1.013,0.738438187304054
"ARMC10",1.05,0.738740837514559
"ARL6IP5",0.965,0.738830192469948
"ZNF468",0.964,0.738838569429648
"CD55",0.981,0.738989051876208
"RNF219",1.049,0.739222488096279
"RFX7",1.046,0.739309156200888
"ZNF746",1.062,0.739311155643757
"E2F6",1.049,0.73935720789809
"CCDC120",1.035,0.739396906651965
"LOC646627",0.952,0.73942631505408
"PASK",0.968,0.73948500436843
"IFT81",0.968,0.739504917978269
"TRO",1.02,0.739586997068967
"RPS28",0.992,0.739631514696082
"SKIV2L",0.952,0.739817414686955
"SKIV2L2",1.05,0.739862323500837
"CPLX4",1.048,0.740040962909474
"USP9Y",1.006,0.740146855204156
"SIX3",1.013,0.740291862204603
"LRRC32",0.976,0.740321996404752
"ACOX1",0.95,0.740495910160929
"KLHL28",0.96,0.740704710631473
"GRIA3",0.976,0.740857234817297
"PACSIN3",1.027,0.740877263698927
"KPNA6",0.947,0.741125995055103
"FAM58A",1.036,0.741304869658385
